Order,Symbol,Name,EPS Rating,RS Rating,Industry Name,ROE,P/E,EPS Due Date,Sales % Chg Lst Qtr,EPS % Chg Last Qtr,EPS % Chg 1 Q Ago,EPS % Chg 2 Q Ago,Funds % Increase,Market Cap (mil),Comp Rating,A/D Rating,SMR Rating,Ind Group Rank,Ind Group RS
187,ANVS,Annovis Bio,58,74,Medical-Biomed/Biotech,-546.4,-,11/6/2024,-,-,-,-,0,108.6,61,B+,-,34,A-
188,AOD,abrdn Total Dyn Div Fd,0,59,Finance-Publ Inv Fd-Glbl,-,-,-,-,0,3,-17,-15.4,923.6,-,D+,-,129,C-
189,AON,Aon,89,77,Insurance-Brokers,-,24,1/31/2025,26,17,6,9,-0.5,79737.3,92,B-,A,102,C+
190,AORT,Artivion,71,92,Medical-Products,3,107,11/7/2024,10,17,200,10,4.1,1168.4,88,B+,C,68,B
191,AOS,AO Smith,73,22,Bldg-A/C & Heating Prds,32,20,2/4/2025,-4,-9,5,6,-2.7,11008,50,E,A,48,A-
192,AOSL,Alpha & Omega Semicon,33,35,Elec-Semicondctor Fablss,2.1,54,2/5/2025,1,-36,-53,-,-4.4,776.7,15,D,D,76,B
193,APA,APA,84,11,Oil&Gas-Intl Expl&Prod,56.9,5,11/6/2024,42,38,-34,-22,-4.1,8718.6,36,E,A,191,E
194,APAM,Artisan Ptrs Asset Mgmt,79,72,Finance-Investment Mgmt,79.5,14,2/4/2025,12,23,15,19,-2.9,3659.3,87,D+,A,36,A-
195,APD,Air Products & Chemicals,77,81,Chemicals-Specialty,18.7,25,11/7/2024,-2,7,4,7,-2.5,68110.3,79,B-,B,79,B
196,APG,APi Group,85,54,Security/Sfty,20.5,20,3/4/2025,2,6,20,36,-3.4,9644.5,75,C,B,52,B+
197,APGE,Apogee Therapeutics,10,97,Medical-Biomed/Biotech,-48.8,-,11/11/2024,-,-,-,-,1,2623,58,B-,-,34,A-
198,APH,Amphenol Cl A,95,87,Electronic-Parts,24.4,40,1/22/2025,26,28,22,14,0.3,84043.2,99,B-,A,64,B+
199,API,Agora ADR,30,83,Computer Sftwr-Enterprse,-4.5,-,11/18/2024,0,-,-,-,2.2,301.5,52,B+,E,33,A-
200,APLD,Applied Digital,3,94,Financial Svcs-Specialty,-86.3,-,1/13/2025,67,-,-,-,16.8,1366.4,56,C,D,13,A+
201,APLE,Apple Hospitality REIT,58,25,Finance-Property REIT,5.5,-,2/25/2025,6,0,2,0,-2.8,3553.4,58,C,B,67,B
202,APLS,Apellis Pharmaceuticals,57,6,Medical-Biomed/Biotech,-290.1,-,3/4/2025,78,-,-,-,-8.9,3418.6,35,C,D,34,A-
203,APLT,Applied Therapeutics,32,99,Medical-Biomed/Biotech,-,-,11/7/2024,-,-,-,-,44.3,1106,80,A,E,34,A-
204,APO,Apollo Global Management,84,93,Finance-Investment Mgmt,38.6,19,2/6/2025,200,55,-4,25,-3.1,85014.3,96,B-,A,36,A-
205,APP,AppLovin,83,99,Comp Sftwr-Spec Enterprs,22.6,70,11/6/2024,44,305,-,-,9.6,55211.1,99,A-,A,86,B-
206,APPF,AppFolio,83,31,Comp Sftwr-Spec Enterprs,22.1,50,3/3/2025,24,117,387,-,6.8,7851.2,71,D-,A,86,B-
207,APPN,Appian Cl A,36,83,Computer Sftwr-Design,-58.1,-,11/7/2024,15,-,-,-,-4.7,2797.7,64,A,D,158,D
208,APPS,Digital Turbine,53,86,Computer Sftwr-Enterprse,14.7,7,11/6/2024,-19,-61,-14,-48,-9,334,67,A-,C,33,A-
209,APTV,Aptiv,91,9,Auto/Truck-Original Eqp,13.5,9,1/30/2025,-5,41,26,27,-7.3,12983.3,36,D-,C,151,D+
210,AQN,Algonquin Pwr & Utilities,53,11,Utility-Diversified,7.2,200,11/7/2024,-5,13,-18,14,-3.5,3304.5,19,E,C,118,C
211,AQST,Aquestive Therapeutics,26,97,Medical-Biomed/Biotech,-,-,3/11/2025,4,-,-,-,40,433,51,D+,-,34,A-
212,AR,Antero Resources,14,38,Oil&Gas-U S Expl&Prod,2.5,-,2/12/2025,-6,-,-,-86,-4.9,8305,14,D-,E,134,C-
213,ARC,ARC Document Solutions,84,80,Comml Svcs-Document Mgmt,7.6,17,3/4/2025,5,-86,-11,20,0,145.7,77,B-,C,3,A+
214,ARCB,ArcBest,82,16,Transportation-Truck,16.2,14,2/4/2025,-6,-29,29,-15,-6.8,2461.4,30,E,C,97,C+
215,ARCC,Ares Capital,66,44,Finance-Investment Mgmt,12.2,9,2/5/2025,18,-2,5,4,-1.6,13574.1,71,D-,A,36,A-
216,ARCH,Arch Resources,42,41,Energy-Coal,32.6,16,2/13/2025,-17,-,-80,-70,-2.4,2678.2,39,C-,C,116,C
217,ARCO,Arcos Dorados Holdings A,76,13,Retail-Restaurants,43.2,11,11/13/2024,7,0,-22,0,-5.5,1799.1,48,C-,A,74,B
218,ARCT,Arcturus Therapeutics,25,11,Medical-Biomed/Biotech,-10.8,-,11/7/2024,374,-,-,-,-3.6,496.2,30,C+,C,34,A-
219,ARDT,Ardent Health Partners,76,65,Medical-Hospitals,8.1,30,11/6/2024,7,26,533,-81,-,2576.9,79,B,C,78,B
220,ARDX,Ardelyx,12,17,Medical-Biomed/Biotech,-49.8,-,3/5/2025,74,-,-,-,-7.7,1354.8,30,B-,D,34,A-
221,ARE,Alexandria Real Estate,44,35,Finance-Property REIT,0.6,-,2/3/2025,11,5,5,7,-1.6,19894.9,45,C,C,67,B
222,AREB,American Rebel Holdings,19,15,Retail-Internet,-66.8,-,11/12/2024,-11,-,-,-,33.3,2.9,14,B,E,61,B+
223,ARES,Ares Management,87,87,Finance-Investment Mgmt,27.2,76,2/6/2025,68,83,-42,-33,-0.2,51468.6,96,D,A,36,A-
224,ARGX,argenx ADR,81,90,Medical-Biomed/Biotech,-8.5,-,2/27/2025,73,-,-,-,6.9,35786.7,95,B+,C,34,A-
225,ARHS,Arhaus,55,9,Retail-Home Furnishings,45.8,14,11/7/2024,-1,-45,-56,-35,7.2,1262.4,19,E,B,131,C-
226,ARI,Apollo Comml R E Fin,27,15,Finance-Mortgage REIT,2.6,-,2/5/2025,1,-,-,-,-2.5,1229.9,18,D+,C,149,D+
227,ARIS,Aris Water Solutions,99,97,Pollution Control,16.5,17,3/4/2025,13,48,32,106,5,1218.7,94,B-,A,108,C+
228,ARKO,ARKO,58,65,Retail-Super/Mini Mkts,12.3,27,11/7/2024,-3,0,-,-,2.1,786.1,60,B,C,87,B-
229,ARLO,Arlo Technologies,80,31,Security/Sfty,29.1,29,11/7/2024,11,67,800,-,-2.7,1116.3,66,C+,A,52,B+
230,ARLP,Alliance Resource Ptrs,54,81,Energy-Coal,35.8,8,2/3/2025,-4,-44,-41,-17,0,3421.8,76,A-,B,116,C
231,ARM,Arm Holdings ADR,99,96,Elec-Semicondctor Fablss,28,99,11/6/2024,39,67,1700,32,-5.3,146322.4,92,D+,A,76,B
232,ARMK,Aramark,81,84,Comml Svcs-Outsourcing,8.7,23,11/11/2024,8,121,190,173,3.3,10100.6,89,B,C,72,B
233,ARMN,Aris Mining,17,87,Mining-Gold/Silver/Gems,9.3,14,-,7,-27,-50,200,7.8,677.1,73,B-,B,14,A+
234,AROC,Archrock,99,80,Oil&Gas-Machinery/Equip,12.1,23,11/11/2024,9,38,160,200,-0.6,3470,87,C+,A,167,D
235,ARQ,Arq,58,95,Pollution Control,-7.7,-,11/7/2024,24,-,-,-,34.1,247.6,71,B-,D,108,C+
236,ARQT,Arcutis Biotherapeutics,57,97,Medical-Biomed/Biotech,-175.8,-,11/6/2024,495,-,-,-,1.2,1087.1,78,B-,D,34,A-
237,ARR,Armour Residential REIT,37,26,Finance-Mortgage REIT,-5.7,8,2/12/2025,-,-,-,-,2.2,1044.9,35,D-,B,149,D+
238,ARRY,Array Technologies,7,6,Energy-Solar,116.4,12,11/7/2024,-50,-59,-77,110,-7.2,1156.2,8,A-,C,161,D
239,ARVN,Arvinas,49,31,Medical-Biomed/Biotech,-60,-,3/3/2025,196,-,-,-,-0.7,1848.4,47,B,D,34,A-
240,ARW,Arrow Electronics,48,25,Electronic-Parts,17.2,10,2/6/2025,-15,-43,-36,-48,1.3,6249.8,37,C-,D,64,B+
241,ARWR,Arrowhead Pharm,6,10,Medical-Biomed/Biotech,-61.3,-,11/25/2024,-,-,-,-,-3.4,2557.2,16,C,E,34,A-
242,AS,Amer Sports,81,93,Leisure-Products,-,624,11/19/2024,16,-,100,-,66.3,8725.3,76,B-,-,171,D-
243,ASAI,Sendas Distribuidora ADR,21,5,Retail-Department Stores,17.1,62,11/7/2024,-4,0,0,-17,0,9139.5,14,B-,B,186,E
244,ASAN,Asana,19,14,Computer Sftwr-Enterprse,-13.2,-,12/5/2024,10,-,-,-,-0.4,2966.1,28,C+,D,33,A-
245,ASB,Associated Banc,65,81,Banks-Midwest,8.7,11,1/23/2025,3,6,-7,-21,-1.4,3628.6,78,B-,C,39,A-
246,ASC,Ardmore Shipping,49,12,Oil&Gas-Transprt/Pipelne,23.2,4,11/6/2024,32,98,-12,-51,-1,574.9,30,E,B,66,B
247,ASG,Liberty All-Star Growth,0,62,Finance-Publ Inv Fd-Eqt,-,-,-,-,16,3,11,9.1,333.2,-,C+,-,120,C
248,ASGN,ASGN,52,44,Comml Svcs-Staffing,15.7,17,2/5/2025,-8,-15,-14,-16,-1.3,4095.6,37,C-,C,152,D+
249,ASH,Ashland,82,22,Chemicals-Specialty,6.9,23,11/6/2024,0,21,-11,-54,-1.8,4149.7,47,C,D,79,B
250,ASLE,AerSale,27,10,Aerospace/Defense,0.8,82,11/7/2024,11,-,57,-,-8.1,303.8,32,B,C,43,A-
251,ASML,ASML Holding,87,13,Elec-Semiconductor Equip,70,35,1/29/2025,18,16,-20,-37,-3.9,266119.4,41,D+,A,189,E
252,ASND,Ascendis Pharma ADR,20,44,Medical-Biomed/Biotech,-859.2,-,11/6/2024,-25,-,-,-,4.2,7717.4,39,D+,D,34,A-
253,ASO,Academy Sports & Outdoors,71,35,Retail-Leisure Products,30.1,8,12/5/2024,-2,-3,-17,8,-3.4,3747.4,39,C+,B,162,D
254,ASPI,ASP Isotopes,6,99,Chemicals-Specialty,-124.7,-,11/27/2024,-,-,-,-,72.5,491.7,58,A+,E,79,B
255,ASPN,Aspen Aerogels,75,83,Chemicals-Specialty,-9.8,-,11/6/2024,145,-,-,-,0.3,1517.2,67,E,C,79,B
256,ASTH,Astrana Health,94,93,Medical-Managed Care,10.5,39,11/7/2024,40,43,11,-,3.2,3147.9,90,A,B,178,D-
257,ASTL,Algoma Steel Group,27,87,Steel-Producers,7.2,-,-,-24,-,-,-,3.7,319.7,56,B+,C,170,D-
258,ASTS,AST SpaceMobile,11,99,Telecom Svcs-Cable/Satl,-75.3,-,11/14/2024,-,-,-,-,43,6500.5,57,A-,E,51,B+
259,ASX,ASE Technology ADR,67,57,Elec-Semiconductor Mfg,10.6,21,1/30/2025,5,17,0,-11,-5.3,21248.5,47,C,C,172,D-
260,ATAT,Atour Lifestyle Hldgs ADR,99,94,Leisure-Lodging,54.3,24,11/14/2024,64,32,53,156,0,3675.1,97,A,A,93,B-
261,ATEC,Alphatec Holdings,38,19,Medical-Products,-859.1,-,3/4/2025,27,-,-,-,-9.5,1205.1,38,A,D,68,B
262,ATEN,A10 Networks,88,74,Computer Sftwr-Enterprse,28.2,19,11/7/2024,-9,-5,31,4,3.4,1087.3,88,B,B,33,A-
263,ATEX,Anterix,2,35,Telecom Svcs-Wireless,-5.4,-,11/13/2024,151,-,-,-,6.1,631.8,42,B-,C,22,A
264,ATGE,Adtalem Global Education,97,88,Consumer Svcs-Education,14.3,15,2/11/2025,13,39,33,33,5.1,3047.2,93,B,A,109,C+
265,ATGL,Alpha Technology Group,2,97,Computer-Tech Services,-60.9,-,-,54,-,-,-,0,129.9,46,A-,D,95,B-
266,ATHM,Autohome ADR,39,72,Internet-Content,8.9,12,11/6/2024,2,2,-2,-26,-3.4,3552.9,62,B-,B,60,B+
267,ATI,ATI,72,51,Steel-Specialty Alloys,30.9,23,1/30/2025,2,-6,-13,-19,10.1,7704.1,66,E,B,31,A
268,ATKR,Atkore,65,9,Bldg-Constr Prds/Misc,56.1,6,11/21/2024,-11,-34,-16,-11,-14.9,3257.9,28,C-,B,105,C+
269,ATMU,Atmus Filtration Techs,75,95,Auto/Truck-Original Eqp,72,17,11/8/2024,5,13,-10,0,8,3292.7,88,A,A,151,D+
270,ATNF,180 Life Sciences,68,87,Medical-Biomed/Biotech,-355.5,-,11/27/2024,-,-,-,-,0,3.1,54,D-,-,34,A-
271,ATO,Atmos Energy,90,74,Utility-Gas Distribution,8.7,20,11/6/2024,6,15,15,9,0.6,21418.9,68,D-,C,135,C-
272,ATOM,Atomera,34,59,Elec-Semiconductor Equip,-102.9,-,2/18/2025,-,-,-,-,-34.6,128.9,39,A,D,189,E
273,ATR,Aptargroup,76,82,Containers/Packaging,14.8,32,2/13/2025,2,6,12,31,2.3,11332.9,83,B+,B,100,C+
274,ATRC,AtriCure,18,91,Medical-Systems/Equip,-7.6,-,2/25/2025,18,-,-,-,-9,1729.3,69,B,C,46,A-
275,ATSG,Air Transport Services,19,94,Transport-Air Freight,7.9,26,11/8/2024,-8,-67,-56,-66,-1.6,1448,51,A-,D,182,D-
276,ATUS,Altice USA Cl A,5,87,Telecom Svcs-Cable/Satl,-,-,2/12/2025,-4,-,-82,-,-8.8,1165.3,40,B,-,51,B+
277,ATXS,Astria Therapeutics,25,88,Medical-Biomed/Biotech,-31.4,-,11/7/2024,-,-,-,-,12.9,649.5,59,B+,-,34,A-
278,ATYR,aTyr Pharma,20,97,Medical-Biomed/Biotech,-62.2,-,11/7/2024,-,-,-,-,-1.9,238.8,77,A+,E,34,A-
279,AU,AngloGold Ashanti,77,81,Mining-Gold/Silver/Gems,-3.7,57,11/7/2024,19,-,27,-,1.5,11380,94,B,C,14,A+
280,AUB,Atlantic Union Bankshares,49,62,Banks-Southeast,9.1,13,1/28/2025,21,4,-23,3,2.2,3828.1,82,B+,A,30,A
281,AUPH,Aurinia Pharmaceuticals,71,76,Medical-Biomed/Biotech,-19.9,-,11/7/2024,38,-,-,-,5.1,1046.7,81,B,D,34,A-
282,AUR,Aurora Innovation,29,97,Auto/Truck-Original Eqp,-42.2,-,2/12/2025,-,-,-,-,7.3,8815.6,47,C,E,151,D+
283,AUST,Austin Gold,25,99,Mining-Gold/Silver/Gems,-30.7,-,11/6/2024,-,-,-,-,0,37.7,82,A+,-,14,A+
284,AUTL,Autolus Therapeutics ADR,22,11,Medical-Biomed/Biotech,-101.6,-,11/12/2024,-,-,-,-,-3.8,899.4,23,D+,D,34,A-
285,AVA,Avista,83,41,Utility-Diversified,7.1,15,11/6/2024,6,26,25,3,2.2,2930.1,62,C,B,118,C
286,AVAH,Aveanna Healthcare,67,97,Medical-Outpnt/Hm Care,-,-,11/7/2024,7,-,-,-,3.7,894.6,78,B,D,117,C
287,AVAV,AeroVironment,32,93,Aerospace/Defense,11.5,75,12/3/2024,24,-11,-57,91,-3.5,6196,77,C+,B,43,A-
288,AVB,Avalonbay Communities,55,80,Finance-Property REIT,8.1,-,1/29/2025,5,3,4,5,0.6,32194.9,78,C-,B,67,B
289,AVBP,ArriVent BioPharma,16,95,Medical-Biomed/Biotech,-,-,11/27/2024,-,-,-,-,13.8,1074,72,A,-,34,A-
290,AVD,American Vanguard,7,4,Chemicals-Agricultural,2,-,11/6/2024,-3,-,-14,85,-3,156.6,4,B-,D,141,D+
291,AVDL,Avadel Pharmaceuticals,54,35,Medical-Biomed/Biotech,-481.4,-,11/12/2024,2667,-,-,-,27.6,1436.3,53,C-,D,34,A-
292,AVDX,AvidXchange,81,20,Computer Sftwr-Financial,1.7,47,11/6/2024,15,-,-,-,-6.4,1766.7,75,B-,C,7,A+
293,AVGO,Broadcom,93,92,Elec-Semicondctor Fablss,78.7,38,12/5/2024,47,18,7,7,3.1,812213.2,97,B-,A,76,B
294,AVK,Advent Conv & Incm Fund,0,22,Finance-Publ Inv Fd-Bal,-,-,-,-,-6,0,-13,100,390.9,-,D-,-,142,D+
295,AVNS,Avanos Medical,90,20,Medical-Supplies,3.8,15,2/25/2025,-1,20,42,69,-0.3,909,47,B+,D,185,E
296,AVNT,Avient,89,80,Chemicals-Plastics,9.3,18,2/4/2025,8,14,21,21,-0.2,4400.3,73,D,C,123,C
297,AVO,Mission Produce,79,87,Agricultural Operations,2.6,23,12/19/2024,24,53,1300,-,4.7,946.6,86,B+,C,168,D
298,AVPT,AvePoint Cl A,35,93,Computer Sftwr-Database,-9.9,-,11/7/2024,20,-,-,-,12.9,2335.9,84,B-,C,11,A+
299,AVT,Avnet,50,67,Electronic-Parts,10.1,12,1/23/2025,-12,-43,-41,-45,-0.7,4809.2,55,C+,D,64,B+
300,AVTE,Aerovate Therapeutics,11,10,Medical-Biomed/Biotech,-64,-,11/11/2024,-,-,-,-,-3.2,77.9,17,A,-,34,A-
301,AVTR,Avantor,62,26,Medical-Research Eqp/Svc,14.3,23,1/30/2025,0,4,-11,-24,2.4,15497.6,33,E,C,145,D+
302,AVXL,Anavex Life Sciences,27,90,Medical-Biomed/Biotech,-33.4,-,11/25/2024,-,-,-,-,-6.1,652.9,63,B+,-,34,A-
303,AVY,Avery Dennison,84,41,Office Supplies Mfg,30.8,22,1/29/2025,4,9,26,35,1,16611.5,51,D-,B,177,D-
304,AWI,Armstrong Wrld Ind,87,91,Bldg-Constr Prds/Misc,42.2,25,2/25/2025,11,13,17,23,-0.2,6469.3,93,A,A,105,C+
305,AWK,American Water Works,74,41,Utility-Water Supply,10.8,27,2/25/2025,13,8,-1,4,-0.9,26721.8,57,C-,A,157,D
306,AWP,abrdn Gl Premier Prop Fd,0,65,Finance-Publ Inv Fd-Glbl,-,-,-,-,-3,-7,-22,-,363.8,-,D+,-,129,C-
307,AX,Axos Financial,98,86,Finance-Savings & Loan,18.8,9,2/4/2025,31,39,22,44,-0.4,3860,95,C+,A,41,A-
308,AXGN,Axogen,67,98,Medical-Products,-7.4,-,11/7/2024,26,-,-,-,11.5,655.7,92,A,C,68,B
309,AXL,American Axle & Mfg,80,13,Auto/Truck-Original Eqp,-1.6,35,11/8/2024,4,58,-,-,-5.4,691.4,35,B-,D,151,D+
310,AXNX,Axonics,33,57,Medical-Systems/Equip,-1,-,11/6/2024,23,-,-,1200,-2.3,3594.1,64,B-,C,46,A-
311,AXON,Axon Enterprise,94,96,Security/Sfty,21.6,98,11/7/2024,35,9,31,60,0.2,33334.9,98,B+,A,52,B+
312,AXP,American Express,87,89,Finance-CrdtCard/PmtPr,31.7,21,1/24/2025,9,6,21,39,0.8,194384.3,89,D,A,69,B
313,AXS,AXIS Capital Holdings,96,83,Insurance-Prop/Cas/Titl,10.4,12,1/29/2025,12,16,31,10,2,6697.4,94,B,B,82,B-
314,AXSM,Axsome Therapeutics,16,65,Medical-Biomed/Biotech,-159.2,-,11/12/2024,87,-,-,-,2.5,4283.5,52,D+,D,34,A-
315,AXTA,Axalta Coating Systems,88,76,Chemicals-Paints,21.8,19,1/29/2025,1,31,63,37,-1.6,8378,85,B,B,113,C
316,AXTI,AXT,56,12,Elec-Semiconductor Mfg,-6.7,-,2/19/2025,36,-,-,-,-6.5,93.4,19,D-,D,172,D-
317,AY,Atlantica Sustain Infr,20,51,Energy-Alternative/Other,2.9,76,11/6/2024,5,-42,-,-,-9.4,2564.8,60,B+,C,4,A+
318,AYI,Acuity Brands,87,92,Bldg-Constr Prds/Misc,22.3,20,1/8/2025,2,8,11,10,-2.3,9701.5,88,B,B,105,C+
319,AYRWF,Ayr Wellness,13,67,Consumer Prod-Specialty,-12.1,-,11/13/2024,0,-,-,-,0,261.5,-,B,-,184,E
320,AZEK,AZEK,96,77,Bldg-Constr Prds/Misc,7.6,36,11/19/2024,12,40,105,-,-1.5,6569.2,88,B-,B,105,C+
321,AZN,AstraZeneca ADR,78,18,Medical-Diversified,29.1,18,11/12/2024,13,-8,7,6,1.6,206762.4,45,E,A,160,D
322,AZPN,Aspen Technology,86,88,Computer Sftwr-Enterprse,3.3,38,1/22/2025,-13,-27,11,60,1.3,15242.8,88,B,B,33,A-
323,AZTA,Azenta,78,12,Medical-Biomed/Biotech,0.7,128,11/12/2024,4,23,-,-83,-1.9,2258.2,41,C-,C,34,A-
324,AZUL,Azul ADR,23,3,Transportation-Airline,-,-,11/14/2024,-16,-,-,-,0,857.7,10,C,-,29,A
325,B,Barnes Group,18,92,Metal Proc & Fabrication,6.2,37,2/14/2025,7,-53,-36,-19,-3.4,2378.9,58,B,B,147,D+
326,BA,Boeing,1,13,Aerospace/Defense,-,-,1/29/2025,-1,-,-,-,-5.2,112822.7,9,C+,-,43,A-
327,BABA,Alibaba Group ADR,46,84,Retail-Internet,15.6,12,11/15/2024,4,-6,-10,-4,-0.5,243002.5,75,B+,A,61,B+
328,BAC,Bank of America,46,82,Banks-Money Center,9.4,15,1/16/2025,1,-10,-6,-19,0.1,321340.2,65,B-,C,98,C+
329,BAER,Bridger Aerospace,46,13,Aerospace/Defense,-,-,11/11/2024,12,-,-,-,75.9,160.3,26,C+,-,43,A-
330,BAH,Booz Allen Hamilton Hldg,90,88,Comml Svcs-Consulting,70.5,31,1/24/2025,18,40,-6,32,-2.5,23673.6,94,A-,A,92,B-
331,BAK,Braskem ADR,2,19,Chemicals-Basic,-84.2,-,11/6/2024,-8,-,-,-,0,1059.3,3,C+,E,176,D-
332,BALL,Ball Corp,88,31,Containers/Packaging,22.2,19,1/30/2025,-1,46,61,-1,-1.1,17899.5,54,D,C,100,C+
333,BALY,Bally's,2,91,Leisure-Gaming/Equip,-24,-,11/6/2024,3,-,-,-,1,711.1,47,B+,D,126,C
334,BAM,Brookfield Asset Mgmt,77,93,Finance-Investment Mgmt,24.1,10,2/6/2025,25,3,-1,-4,-2.8,23276.8,97,A+,A,36,A-
335,BANC,Banc of California,81,77,Finance-Savings & Loan,-4.8,-,1/23/2025,24,-,-,-88,-1.2,2415.7,86,C,C,41,A-
336,BAND,Bandwidth Cl A,97,84,Computer Sftwr-Enterprse,8,14,2/20/2025,28,87,81,440,2.8,538.1,96,B-,B,33,A-
337,BANR,Banner,53,90,Banks-West/Southwest,13,13,1/16/2025,0,-9,-11,-32,0,2245.8,84,A-,B,28,A
338,BAP,Credicorp,72,83,Banks-Foreign,16,11,11/7/2024,2,-10,16,-19,-2.5,14466.3,82,B-,B,71,B
339,BASE,Couchbase,55,13,Computer Sftwr-Database,-19.2,-,12/3/2024,20,-,-,-,-11.5,858.1,47,B-,D,11,A+
340,BATRK,Atlanta Braves Series C,62,41,Media-Diversified,-30.3,-,11/6/2024,5,-,-,-,-1.5,0,54,C+,D,55,B+
341,BAX,Baxter International,84,25,Medical-Products,19.3,12,11/8/2024,3,24,33,13,-2.3,18417.4,57,C-,B,68,B
342,BAYRY,Bayer ADR,39,14,Diversified Operations,17.6,4,11/6/2024,-1,-24,-5,42,-7.1,26564.6,-,E,-,155,D
343,BB,BlackBerry,27,15,Computer Sftwr-Security,3.8,-,12/19/2024,10,-,-,-,3.8,1358.7,16,C+,D,121,C
344,BBAR,Banco BBVA Argentina ADR,34,99,Banks-Foreign,42.6,9,11/19/2024,-80,-72,-82,-70,-3.6,2879.7,81,A,B,71,B
345,BBD,Banco Bradesco Pref ADR,50,15,Banks-Foreign,9,8,2/5/2025,-14,29,-13,-22,0.4,21138.7,24,D,D,71,B
346,BBDC,Barings BDC,95,41,Finance-Investment Mgmt,10.7,7,11/6/2024,-1,29,12,-6,0,1004.7,73,E,A,36,A-
347,BBIO,BridgeBio Pharma,29,19,Medical-Biomed/Biotech,-,-,11/6/2024,32,-,-,-,-5.8,4798.6,30,B-,-,34,A-
348,BBN,BlackRock Taxable Mun Bd,0,35,Finance-Publ Inv Fd-Bond,-,-,-,-,1,2,4,-18.8,1040.6,-,B-,-,148,D+
349,BBVA,Banco Bilbao Vizcaya ADR,97,59,Banks-Money Center,15.1,6,1/30/2025,6,46,42,26,-2.9,66595.5,89,B,A,98,C+
350,BBW,Build-A-Bear Workshop,85,94,Retail-Leisure Products,39.8,11,11/27/2024,2,12,-16,-4,-1.7,510.5,89,A,B,162,D
351,BBWI,Bath & Body Works,65,16,Retail-Apparel/Shoes/Acc,-,10,11/13/2024,-2,-8,15,11,-4.9,6928.3,20,C-,-,110,C+
352,BBY,Best Buy,58,83,Retail-Consumer Elec,47.6,14,11/19/2024,-3,10,4,4,3.5,19935.1,68,D,C,50,B+
353,BC,Brunswick,45,49,Leisure-Products,30.1,14,1/30/2025,-20,-52,-23,-47,-7.5,5383.6,40,B,C,171,D-
354,BCAB,BioAtla,40,62,Medical-Biomed/Biotech,-98.4,-,11/7/2024,-,-,-,-,-34.2,100.1,45,C-,-,34,A-
355,BCAT,BlackRock Cap Allocation,0,38,Finance-Publ Inv Fd-Bal,-,-,-,-,4,2,5,7.7,1705.4,-,C+,-,142,D+
356,BCAX,Bicara Therapeutics,4,67,Medical-Biomed/Biotech,-,-,11/27/2024,-,-,-,-,-,1203.8,46,-,-,34,A-
357,BCC,Boise Cascade,75,62,Bldg-Wood Prds,22.7,14,2/25/2025,-7,-35,-23,7,-4.2,5389.9,56,C,B,107,C+
358,BCDA,BioCardia,52,5,Medical-Biomed/Biotech,-703.6,-,11/6/2024,-,-,-,-,-11.1,8.5,17,C-,E,34,A-
359,BCE,BCE Inc,45,11,Telecom Svcs- Foreign,14.7,33,11/7/2024,-1,-1,-15,7,0.1,26310,18,E,B,104,C+
360,BCO,Brink's,96,76,Security/Sfty,81.6,13,11/6/2024,3,31,21,31,0.9,4588.1,83,E,A,52,B+
361,BCRX,BioCryst Pharmaceuticals,53,65,Medical-Biomed/Biotech,-,-,2/19/2025,35,-,-,-,1.9,1459.6,59,D,-,34,A-
362,BCS,Barclays ADR,84,93,Banks-Money Center,6.1,9,2/13/2025,15,39,-5,-7,5.6,50298.7,89,D,B,98,C+
363,BCX,BlackRck Rscs Comm Str,0,54,Finance-Publ Inv Fd-Eqt,-,-,-,-,0,-1,-4,0,777.3,-,C,-,120,C
364,BCYC,Bicycle Therapeutics ADR,46,76,Medical-Biomed/Biotech,-56.3,-,3/4/2025,-50,-,-,-,8.6,1622,62,C-,D,34,A-
365,BDC,Belden,60,92,Telecom-Cable/Satl Eqp,25.4,20,2/5/2025,4,-4,-21,-26,0.5,4779.8,87,B,C,15,A+
366,BDJ,BlackRock Enh Eq Div Tr,0,59,Finance-Publ Inv Fd-Eqt,-,-,-,-,12,3,8,4,1588,-,B,-,120,C
367,BDN,Brandywine Realty Trust,22,77,Finance-Property REIT,-2.2,-,1/29/2025,2,-21,-24,-17,0.2,910,47,B-,D,67,B
368,BDRX,Biodexa Pharma ADR,68,1,Medical-Biomed/Biotech,-184.6,-,11/27/2024,-,-,-,-,16.7,3.3,24,D+,E,34,A-
369,BDTX,Black Diamond Therap,42,15,Medical-Biomed/Biotech,-70.9,-,3/12/2025,-,-,-,-,25.9,183.6,24,E,-,34,A-
370,BDX,Becton Dickinson,83,26,Medical-Supplies,14,19,11/7/2024,2,18,11,-10,-1.9,68589.7,51,B-,B,185,E
371,BE,Bloom Energy,47,46,Energy-Alternative/Other,-4.9,-,11/7/2024,12,-,-,-68,-1.6,2595.1,58,B+,D,4,A+
372,BEAM,Beam Therapeutics,19,21,Medical-Biomed/Biotech,-15.5,-,3/4/2025,-17,-,-,-,-5.7,1972.2,22,D-,C,34,A-
373,BECN,Beacon Roofing Supply,59,72,Bldg-Constr Prds/Misc,27.3,13,2/20/2025,7,-,3,-24,0.5,5877.4,73,C,B,105,C+
374,BEKE,KE Holdings ADR,30,95,Real Estate Dvlpmt/Ops,13.7,25,11/6/2024,20,15,-63,5,-1.3,26692.1,87,B+,B,19,A
